# 30/12/2022 11:36:54 AM: Prices - EPEX Spot Market Auction - netherlands - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
09/05/2022,209.08,199.21,196.07,,191.11,193.68,210.72,240.00,256.23,250.04,219.21,199.95,192.11,175.00,171.95,169.90,183.94,190.63,220.93,247.97,280.00,280.00,250.44,237.08,189.42,169.90,280.00,198.87,225.16,215.33,175.20,234.88,239.24,214.78,208.47,199.98,212.01,195.26,221.09,241.37,184.75,191.35,247.49,182.14
08/05/2022,208.10,193.30,191.92,,186.01,182.98,186.06,184.97,185.93,183.62,163.45,140.33,123.17,104.50,60.82,51.06,93.26,113.60,155.80,196.04,234.60,238.99,238.35,225.91,217.90,51.06,238.99,194.83,184.99,152.64,77.41,175.01,230.29,169.19,135.02,191.40,189.91,115.03,203.37,179.49,107.21,103.43,225.30,95.52
07/05/2022,225.12,216.94,207.36,,200.01,199.50,200.10,201.78,216.28,217.04,208.57,194.17,190.67,186.55,174.37,166.70,159.17,168.22,185.30,201.62,222.74,231.57,229.00,223.12,208.38,159.17,231.57,212.36,204.42,202.61,171.70,194.47,223.02,201.43,189.59,208.17,208.39,187.16,213.26,210.92,186.44,169.85,219.41,178.61
06/05/2022,220.69,213.74,207.56,,204.02,206.57,219.07,255.91,274.92,262.97,236.80,220.00,208.13,207.40,191.81,190.01,187.01,192.70,211.59,239.09,256.79,262.69,255.91,247.78,235.46,187.01,274.92,211.50,239.12,231.98,194.06,225.04,250.46,225.36,217.03,211.94,225.31,213.02,233.69,257.65,206.84,195.33,249.62,200.73
05/05/2022,225.20,208.44,208.12,,205.09,204.90,220.77,254.96,275.06,268.02,252.96,235.03,232.09,223.98,215.04,210.90,199.90,206.67,229.00,243.16,263.00,276.61,259.96,251.84,238.52,199.90,276.61,211.71,238.92,247.03,212.46,235.46,256.73,233.72,231.65,212.09,225.32,229.74,235.79,262.75,226.54,211.62,255.52,219.49
04/05/2022,206.00,200.00,200.34,,201.12,201.14,224.32,256.58,296.90,280.10,255.09,220.41,191.90,189.38,188.15,189.05,200.15,206.24,225.49,249.98,275.44,281.49,263.37,246.90,232.47,188.15,296.90,201.87,244.74,236.88,191.68,239.29,256.06,228.42,222.62,205.49,223.30,214.28,234.22,272.17,197.46,205.23,258.28,196.51
03/05/2022,184.50,182.09,184.08,,185.12,187.04,191.19,236.26,255.96,255.96,232.70,206.07,200.24,195.79,197.29,194.89,195.54,197.99,218.99,249.96,269.94,270.23,261.77,253.21,228.94,182.09,270.23,183.95,217.61,223.74,195.88,234.22,253.54,218.16,217.95,185.67,200.78,209.81,218.37,245.22,199.85,201.85,255.68,198.30
02/05/2022,206.46,199.87,194.69,,193.76,196.34,209.96,248.88,270.00,264.57,238.98,194.27,189.97,186.60,190.45,187.65,185.05,188.20,218.72,229.18,245.00,265.41,253.52,241.11,219.92,185.05,270.00,198.70,231.30,221.95,187.44,220.28,244.99,217.44,209.89,200.18,215.00,204.69,224.99,255.61,190.32,194.91,242.36,189.00
01/05/2022,206.00,199.70,197.56,,192.20,197.43,201.32,195.00,194.95,186.94,182.04,177.31,176.50,174.92,150.74,140.40,138.90,155.90,187.04,215.85,249.43,254.94,243.03,239.72,215.97,138.90,254.94,198.87,197.18,180.70,151.24,202.06,238.42,194.74,178.00,199.04,198.02,165.97,211.49,189.73,169.87,155.56,236.49,159.80
30/04/2022,204.78,189.10,189.91,,187.47,189.96,194.81,201.00,206.59,210.01,205.85,195.95,186.58,180.04,172.94,166.35,159.69,163.88,192.02,226.09,246.97,252.64,247.11,239.09,219.00,159.69,252.64,192.82,198.09,199.60,169.76,207.24,239.46,201.16,192.20,192.67,195.45,184.68,210.12,205.86,183.88,170.49,238.48,176.93
29/04/2022,206.05,203.15,202.52,,203.23,205.09,213.86,255.77,280.06,291.22,256.34,230.33,217.40,208.37,197.25,195.24,195.04,206.00,216.30,246.98,262.08,265.87,254.97,241.56,215.44,195.04,291.22,203.74,238.70,248.82,198.98,232.84,244.46,227.92,226.88,205.65,221.22,223.90,228.96,270.85,213.34,203.15,247.82,207.27
28/04/2022,214.63,201.94,198.00,,201.37,201.50,218.35,255.00,283.37,279.29,251.26,224.93,212.72,208.00,200.09,197.05,196.30,197.13,217.63,255.00,279.09,284.91,268.91,253.56,222.78,196.30,284.91,203.99,239.56,242.05,200.36,237.21,257.54,230.12,226.54,205.97,221.77,221.21,233.69,267.23,211.44,202.03,260.71,206.52
27/04/2022,206.72,198.01,196.36,,194.53,197.51,209.94,240.30,207.80,265.98,252.74,218.46,212.32,207.66,200.62,193.22,190.96,191.35,206.49,239.31,267.90,266.33,254.94,235.33,202.57,190.96,267.90,198.91,213.89,237.38,198.12,226.26,239.79,219.06,220.58,200.51,206.40,217.75,217.53,241.71,209.77,195.51,244.40,203.87
26/04/2022,194.40,187.28,192.43,,193.06,196.59,232.95,219.90,267.49,269.98,249.90,221.12,205.14,194.30,201.25,202.51,198.20,197.10,215.60,239.90,281.00,286.76,270.01,255.00,219.18,187.28,286.76,191.79,229.23,236.54,199.07,233.40,257.74,224.63,223.00,199.45,210.51,217.80,226.25,251.82,205.45,203.35,258.64,203.75
25/04/2022,184.96,183.78,185.63,,186.10,188.12,200.06,237.23,261.87,272.47,249.06,232.59,227.97,211.00,200.00,194.90,191.99,189.50,200.00,225.50,273.88,275.71,264.93,254.00,218.10,183.78,275.71,185.12,221.82,245.52,199.47,222.22,253.19,221.22,222.41,188.11,203.47,222.50,220.04,255.16,217.89,194.10,252.02,209.74
24/04/2022,146.90,122.50,103.83,,93.69,89.62,93.65,93.61,110.06,88.02,8.93,-3.50,-20.00,-91.84,-117.21,-64.40,-3.60,49.90,111.73,165.01,198.65,224.95,218.36,205.73,186.99,-117.21,224.95,116.73,96.74,18.36,-69.26,131.32,209.01,83.82,26.81,108.37,106.73,-25.45,140.82,75.16,-58.14,23.41,199.95,-50.09
23/04/2022,195.20,185.50,178.63,,161.90,129.90,122.57,140.77,154.01,162.84,80.00,-3.60,-184.94,-222.36,-217.42,-214.90,-166.82,-70.10,49.90,140.00,168.19,172.50,189.57,177.91,171.78,-222.36,195.20,180.31,136.81,13.58,-205.38,72.00,177.94,62.54,-39.93,162.28,158.56,-95.90,165.02,134.41,-157.08,-100.48,169.99,-168.34
22/04/2022,206.00,187.18,187.01,,179.41,176.09,189.58,218.07,239.95,244.10,221.05,196.56,157.41,149.60,102.00,100.00,86.77,118.97,167.00,184.90,209.61,209.97,209.66,192.00,177.55,86.77,244.10,189.90,205.92,204.78,109.59,170.12,197.30,179.60,161.50,187.55,197.91,157.19,197.71,230.79,151.39,118.19,197.28,132.06
21/04/2022,188.55,179.92,181.08,,178.92,180.50,199.92,229.76,256.02,256.25,232.26,207.93,189.90,176.23,167.30,157.48,163.96,172.01,185.34,204.96,220.62,223.61,220.44,199.71,193.40,157.48,256.25,182.12,216.55,221.59,166.24,195.73,209.29,198.59,194.52,184.82,199.33,193.91,202.65,243.57,185.34,169.70,210.46,177.13
20/04/2022,191.00,189.55,183.10,,183.28,183.38,197.96,227.24,249.92,249.90,209.96,193.50,185.71,157.50,156.75,147.83,168.82,175.79,196.15,222.95,249.00,250.00,239.18,220.10,201.97,147.83,250.00,186.73,214.63,209.77,157.73,210.97,227.81,201.27,192.82,188.05,200.68,183.75,209.72,234.26,173.37,172.15,230.53,168.35
19/04/2022,205.00,192.98,191.14,,190.95,190.00,200.61,251.27,291.43,295.43,255.71,222.80,202.04,176.60,177.81,159.90,158.66,158.89,190.43,224.93,239.03,240.01,223.60,200.00,184.20,158.66,295.43,195.02,233.33,244.00,168.24,203.32,211.95,209.31,205.19,195.11,214.17,206.12,213.43,273.46,194.81,166.97,218.63,182.97
18/04/2022,95.90,81.00,84.00,,81.00,85.25,92.31,127.21,144.59,139.97,147.11,94.28,78.72,63.89,59.96,45.00,60.58,82.92,121.25,189.84,240.30,250.73,250.00,221.23,202.00,45.00,250.73,85.48,112.34,115.02,57.36,158.58,230.99,126.63,110.32,86.58,98.91,86.19,142.94,139.72,74.21,77.44,225.68,67.07
17/04/2022,160.22,139.97,142.07,,123.38,133.96,139.96,146.10,144.01,133.55,100.00,75.92,29.65,2.64,-15.53,0.00,0.08,15.00,66.20,158.02,182.55,191.54,194.50,171.46,158.07,-15.53,194.50,141.41,141.01,84.78,-3.20,105.44,178.89,108.06,62.34,139.93,141.21,40.79,153.77,130.92,23.17,20.32,176.02,15.46
16/04/2022,191.16,183.37,178.39,,174.21,183.70,181.00,188.98,191.12,189.60,172.62,146.58,121.99,69.26,25.05,26.84,40.32,65.84,107.71,171.19,195.08,205.81,194.47,175.84,166.88,25.05,205.81,181.78,186.20,157.70,40.37,134.96,185.75,147.79,111.01,181.97,183.99,99.03,184.58,185.58,90.72,60.18,184.88,71.67
15/04/2022,214.90,217.00,208.35,,208.19,193.56,196.86,205.33,222.70,240.41,257.21,197.32,189.12,187.20,167.65,157.38,151.11,155.01,179.32,196.21,228.35,235.99,266.05,248.00,226.71,151.11,266.05,212.11,204.61,221.02,165.84,189.72,244.19,206.25,192.19,206.48,208.36,193.43,220.30,231.41,185.32,160.71,233.55,174.96
14/04/2022,232.45,207.63,200.14,,198.05,199.97,204.46,254.00,272.33,282.11,252.78,216.35,212.54,201.93,195.19,193.64,191.99,194.53,212.80,244.94,271.07,272.31,265.46,253.68,230.61,191.99,282.11,209.57,232.69,240.95,195.69,230.84,255.52,227.54,222.49,207.12,221.13,218.32,232.59,265.31,206.50,198.24,256.35,201.94
13/04/2022,265.00,233.66,231.00,,217.30,193.73,212.32,248.74,262.00,273.83,254.25,242.40,228.22,220.10,198.00,201.28,196.00,200.47,241.25,266.20,298.95,301.63,269.03,250.00,231.94,193.73,301.63,236.74,229.20,249.68,203.85,251.72,263.15,239.05,235.08,225.50,232.97,226.76,243.03,259.71,222.18,209.75,269.63,214.33
12/04/2022,192.90,188.71,185.28,,183.00,185.55,191.53,229.54,268.78,260.33,219.02,182.51,172.32,136.12,110.02,100.01,118.14,139.90,220.80,249.90,277.33,309.18,295.70,260.00,250.00,100.01,309.18,187.47,218.85,208.55,116.07,221.98,278.72,205.27,182.20,187.83,203.16,162.31,228.35,244.42,150.24,144.71,273.69,136.52
11/04/2022,276.19,246.80,233.10,,210.00,195.55,220.56,264.91,299.93,285.03,255.00,214.92,190.71,187.85,181.84,179.98,179.77,182.86,219.39,263.32,296.99,290.37,267.81,247.99,204.40,179.77,299.93,241.52,245.24,236.42,182.36,240.64,252.64,233.14,219.81,230.37,243.38,209.39,246.47,276.22,193.83,190.50,261.81,189.18
10/04/2022,299.90,240.00,264.02,,249.90,230.00,228.00,224.00,220.80,217.70,183.69,148.92,44.90,5.31,0.10,0.09,58.25,129.78,218.80,270.02,269.10,297.04,268.90,248.00,224.30,0.09,299.90,263.46,225.70,148.80,15.94,221.93,259.56,189.23,128.89,251.97,244.58,82.37,249.57,211.55,49.81,101.73,262.89,42.93
09/04/2022,218.10,194.26,197.82,,218.10,206.60,212.60,218.99,239.38,283.54,184.47,146.31,49.00,0.00,-0.28,-2.49,-0.10,126.00,170.36,245.40,246.40,285.00,329.90,278.20,293.94,-2.49,329.90,207.07,219.39,165.83,-0.72,197.04,296.76,180.90,120.72,207.91,213.23,82.56,241.07,231.60,48.76,73.44,279.81,32.07
08/04/2022,174.43,162.45,161.25,,172.82,173.65,222.00,249.90,282.20,299.90,308.00,249.90,222.00,222.00,230.00,229.90,232.60,186.11,202.31,229.90,267.77,259.04,254.53,246.63,249.35,161.25,308.00,167.74,231.94,269.95,228.63,221.52,252.39,228.69,240.03,177.77,199.84,249.29,217.35,285.00,230.98,212.73,251.20,231.07
07/04/2022,202.10,165.63,164.03,,160.10,149.92,160.69,175.11,244.00,268.35,274.00,251.90,219.70,174.72,150.00,70.15,89.90,149.90,190.34,245.10,269.90,300.00,278.80,262.00,197.00,70.15,300.00,172.97,182.43,253.49,121.19,213.81,259.45,200.56,196.16,167.08,177.70,187.34,204.95,240.37,199.08,125.07,258.80,159.40
06/04/2022,199.90,166.41,162.46,,154.90,140.00,149.90,176.55,207.40,199.41,182.49,180.00,180.00,167.31,164.90,177.30,178.48,178.72,222.21,219.90,240.10,250.07,223.92,206.39,128.72,128.72,250.07,170.92,168.46,185.48,172.00,215.23,202.28,185.73,190.90,162.26,169.69,178.74,180.55,191.46,173.05,189.18,211.52,174.67
05/04/2022,204.87,195.60,179.90,,179.39,207.00,222.50,239.90,282.00,300.00,301.85,312.80,270.00,271.50,228.80,188.78,209.47,230.80,262.10,284.36,309.93,261.56,243.95,213.29,140.00,140.00,312.80,189.94,237.85,296.16,224.64,271.80,214.70,239.18,264.20,198.21,213.90,260.40,214.16,280.94,270.78,222.79,242.18,246.89
04/04/2022,190.00,157.72,120.90,,115.50,99.80,114.70,164.14,200.00,254.60,299.00,282.00,255.10,246.30,217.10,205.00,180.10,249.90,272.80,273.80,249.90,259.90,259.90,250.50,177.60,99.80,299.00,146.03,144.66,272.68,212.13,261.60,236.98,212.34,248.80,133.10,145.35,242.40,175.89,229.44,250.13,226.95,245.27,230.93
03/04/2022,244.89,233.00,224.70,,224.32,266.00,276.10,279.90,296.70,226.75,280.00,202.29,201.47,195.46,185.69,185.25,171.37,184.95,266.68,244.00,330.90,358.00,279.90,224.70,195.40,171.37,358.00,231.73,279.68,227.63,184.44,256.63,264.50,240.77,222.90,244.84,255.70,206.04,258.63,270.84,196.23,202.06,272.15,190.26
02/04/2022,227.60,227.60,251.05,,277.50,227.60,281.60,305.65,318.95,273.35,204.85,169.77,166.94,147.76,105.51,90.95,115.99,149.90,171.27,227.60,276.98,269.66,283.14,370.10,250.00,90.95,370.10,245.94,283.45,203.73,115.05,206.44,293.23,224.64,175.07,248.83,264.69,159.39,274.20,275.70,147.50,132.03,279.58,132.82
01/04/2022,173.26,152.30,159.90,,151.00,150.00,170.00,181.41,206.65,285.64,249.90,204.00,181.14,171.94,159.91,147.10,140.82,150.00,183.80,204.37,246.00,299.90,266.00,290.00,299.98,140.82,299.98,159.12,177.02,230.17,154.94,196.04,288.97,201.04,193.72,159.41,168.07,192.56,208.37,230.90,179.25,155.43,267.71,167.49
31/03/2022,200.66,204.29,200.10,,202.00,249.90,229.90,249.82,294.00,324.56,300.00,273.65,314.73,302.28,300.00,294.00,279.00,254.98,246.24,294.77,275.00,240.10,236.60,236.00,194.99,194.99,324.56,201.76,255.91,303.24,293.82,267.75,226.92,258.23,288.27,214.48,228.83,298.53,228.20,292.10,297.67,268.56,246.24,293.94
30/03/2022,214.84,209.89,225.00,,229.08,232.33,242.00,283.00,305.80,326.90,289.66,232.00,221.92,226.50,211.70,209.64,219.91,238.95,269.81,294.70,309.97,250.00,234.31,249.97,230.40,209.64,326.90,219.70,265.78,267.62,216.94,278.36,241.17,248.26,254.31,225.52,242.74,242.28,242.22,301.34,223.03,234.58,261.56,220.28
29/03/2022,213.52,211.63,207.94,,210.00,209.04,225.27,207.90,255.00,294.99,299.90,257.89,275.94,210.20,205.76,214.84,200.96,220.10,246.53,268.00,274.96,261.96,249.00,211.31,191.60,191.60,299.90,210.77,224.30,282.18,207.94,252.40,228.47,234.34,247.51,212.90,217.54,245.06,221.18,264.45,237.45,220.61,242.81,227.60
28/03/2022,192.25,195.09,191.73,,195.09,195.01,207.09,274.95,300.00,250.00,197.49,196.26,220.00,193.70,188.04,187.10,186.86,188.73,190.84,260.31,304.62,248.61,219.00,199.82,197.85,186.86,304.62,193.54,244.26,215.94,188.93,236.13,216.32,215.85,213.66,196.04,218.90,202.43,218.04,255.61,199.50,188.38,238.37,195.33
27/03/2022,235.00,221.93,,,214.02,212.00,211.09,210.31,214.03,214.08,214.07,205.02,192.37,142.57,89.90,77.97,90.06,141.59,194.83,220.00,250.00,275.75,260.10,243.31,219.00,77.97,275.75,223.65,211.86,206.39,100.13,201.61,249.54,197.78,169.37,218.81,216.91,153.26,228.78,213.12,157.47,126.11,244.69,132.98
26/03/2022,240.68,226.88,197.36,,258.00,219.40,216.18,207.50,211.99,229.90,133.45,110.05,6.20,0.01,-2.87,15.73,129.82,199.03,232.42,262.50,292.24,270.04,244.98,244.94,237.75,-2.87,292.24,230.73,213.77,119.90,35.67,246.55,249.43,182.67,134.04,226.42,222.25,77.79,231.31,195.71,28.35,144.25,258.74,43.16
25/03/2022,262.48,242.00,234.29,,230.15,226.01,254.91,315.00,333.86,240.00,220.10,209.90,186.04,172.40,169.75,178.57,199.26,251.07,276.28,300.77,339.90,269.90,230.90,233.63,231.50,169.75,339.90,242.23,282.45,214.01,180.00,292.01,241.48,242.03,228.67,241.64,262.34,197.00,255.39,277.24,184.52,226.30,267.77,185.99
24/03/2022,202.53,211.69,211.13,,211.80,212.93,223.32,282.97,305.07,214.89,199.00,194.92,194.94,179.97,180.00,192.68,206.92,232.58,266.99,310.76,371.11,295.40,256.86,240.04,203.00,179.97,371.11,209.29,256.07,200.94,189.89,295.36,248.83,233.40,228.73,212.23,232.68,195.42,238.06,250.48,187.46,224.79,279.53,191.57
23/03/2022,211.31,200.05,200.62,,198.08,204.09,226.15,275.45,299.25,280.00,195.70,189.40,180.73,165.00,171.65,184.61,202.20,217.99,266.05,312.28,374.14,311.03,270.00,242.50,195.38,165.00,374.14,202.52,251.24,211.46,180.87,292.62,254.73,232.24,228.31,206.72,226.88,196.16,236.16,262.60,176.70,217.71,284.22,182.27
22/03/2022,223.00,215.00,207.00,,206.36,203.00,220.92,273.70,287.34,281.10,234.18,199.90,180.48,173.18,177.58,193.46,199.86,230.01,221.94,301.03,351.00,290.84,249.90,240.10,215.24,173.18,351.00,212.84,246.24,223.92,186.02,276.00,249.02,232.34,228.64,212.55,229.54,204.97,236.03,269.08,182.79,211.32,274.69,187.41
21/03/2022,194.85,194.35,180.00,,186.86,196.70,186.85,264.00,288.00,268.42,210.29,192.80,174.50,156.99,150.00,150.71,211.21,232.30,258.20,309.60,336.98,258.41,213.45,199.90,193.20,150.00,336.98,189.02,233.89,211.50,167.23,284.27,216.24,217.02,221.00,189.94,211.45,189.37,213.05,257.68,168.57,213.11,251.92,172.70
20/03/2022,196.30,171.49,157.65,,150.00,156.47,157.56,170.32,159.47,140.10,77.70,-0.10,-5.31,-16.81,-19.04,0.00,140.66,187.83,212.30,246.97,347.90,295.41,253.70,215.30,215.00,-19.04,347.90,168.86,160.96,53.10,26.20,248.75,244.85,150.45,109.35,164.91,164.91,39.65,191.56,136.90,-10.32,135.20,262.38,16.57
19/03/2022,189.94,189.90,185.57,,184.66,185.06,190.80,198.23,204.14,194.34,140.00,96.38,12.73,-8.02,-22.89,-3.80,0.00,39.58,190.43,259.35,295.80,222.91,199.90,199.90,204.16,-22.89,295.80,187.52,194.56,110.86,-8.68,196.29,206.72,147.88,99.49,187.66,191.04,51.09,196.26,184.18,19.55,56.55,230.34,12.40
18/03/2022,203.03,206.97,230.55,,206.50,209.90,217.06,262.97,291.51,287.81,239.79,209.60,193.67,197.42,197.18,200.10,199.97,207.03,245.54,275.31,286.52,249.90,216.94,228.50,186.93,186.93,291.51,211.76,245.36,232.72,198.67,253.60,220.57,227.11,228.33,212.34,228.56,215.69,225.90,270.52,199.47,213.16,240.68,199.66
17/03/2022,184.96,180.00,164.07,,164.54,180.00,200.10,223.20,250.10,320.29,238.10,252.71,207.06,178.39,199.90,220.00,241.00,223.40,249.98,287.32,347.21,295.92,259.29,244.66,237.20,164.07,347.21,173.39,213.35,254.54,209.82,276.98,259.27,231.23,247.11,178.95,193.37,232.18,215.34,257.92,209.52,233.60,278.60,216.51
16/03/2022,253.41,251.40,247.50,,240.01,238.50,249.72,296.96,317.70,314.00,295.94,276.60,260.45,240.00,229.84,212.00,250.17,260.00,294.92,319.13,300.00,280.00,250.10,276.90,234.60,212.00,319.13,248.08,275.72,286.75,233.00,293.51,260.40,266.24,271.09,246.76,261.90,259.88,261.40,306.15,251.72,254.27,276.79,244.84
15/03/2022,248.92,245.03,241.79,,240.07,242.69,262.40,297.80,313.40,324.94,252.27,240.80,296.17,260.73,249.49,251.46,244.19,251.43,261.30,316.70,405.02,315.00,244.50,249.90,250.70,240.07,405.02,243.95,279.07,278.55,251.47,308.61,265.03,271.11,279.54,246.82,261.51,265.01,262.68,297.10,261.80,252.10,296.97,257.14
14/03/2022,221.22,213.80,267.50,,212.33,219.91,230.06,282.74,334.70,330.00,277.73,235.20,244.48,214.46,214.00,207.99,252.85,241.34,346.50,390.01,435.42,365.26,322.70,300.73,261.86,207.99,435.42,228.71,266.85,271.85,222.33,353.32,312.64,275.95,282.50,227.47,247.78,247.09,269.40,306.29,227.04,262.17,346.00,228.16
13/03/2022,224.90,178.94,166.31,,160.07,146.78,128.08,146.93,160.33,167.89,167.00,147.76,99.90,64.90,105.72,147.66,164.90,224.10,292.10,275.00,390.60,360.90,325.00,302.60,279.90,64.90,390.60,182.56,145.53,145.64,120.80,295.45,317.10,201.18,187.29,167.51,164.04,133.22,215.06,160.54,104.57,207.19,322.33,121.81
12/03/2022,180.00,168.42,165.75,,165.89,168.46,174.60,192.10,209.90,237.82,239.90,190.00,180.78,184.44,197.00,228.00,244.90,220.10,287.30,323.30,366.45,360.00,245.50,219.91,200.10,165.75,366.45,170.02,186.27,212.13,213.59,299.29,256.38,222.94,241.67,170.52,178.14,212.86,204.22,219.93,188.06,245.08,285.88,204.19
11/03/2022,191.95,193.22,192.20,,191.99,187.73,200.00,200.10,292.45,258.80,206.78,197.99,116.99,0.10,0.04,11.33,28.59,155.02,230.00,284.50,350.00,293.35,232.52,205.92,195.53,0.04,350.00,192.34,220.07,195.14,10.02,254.88,231.83,184.05,153.35,192.85,206.21,102.58,214.75,239.53,78.78,106.24,260.30,59.17
10/03/2022,312.06,320.00,321.59,,310.09,310.07,335.01,414.66,436.06,396.97,311.38,252.00,212.85,171.70,170.00,191.45,250.00,308.07,379.95,412.40,453.04,309.90,331.00,310.00,253.31,170.00,453.04,315.94,373.95,293.30,195.79,388.37,301.05,311.40,292.48,318.14,344.94,244.54,330.31,389.77,201.64,282.37,344.94,208.00
09/03/2022,429.70,401.80,416.88,,420.03,420.03,440.00,523.76,579.45,554.76,380.60,348.91,295.13,234.74,269.90,317.62,382.44,425.09,529.43,574.93,605.00,518.00,448.75,449.06,407.23,234.74,605.00,417.10,490.81,394.85,301.18,533.61,455.76,432.22,409.88,421.41,453.96,348.01,454.56,509.64,287.17,413.65,500.50,308.12
08/03/2022,399.90,449.50,449.50,,424.88,374.00,399.90,447.63,690.00,650.00,496.53,236.69,219.49,201.21,212.73,229.90,336.50,440.63,603.08,674.93,700.00,599.74,510.90,492.05,400.00,201.21,700.00,430.95,477.88,400.68,245.09,604.66,500.67,443.32,416.81,416.28,454.41,322.88,469.83,571.04,217.53,402.53,562.94,239.42
07/03/2022,377.56,369.83,368.94,,359.21,361.71,397.23,465.77,512.36,515.01,483.00,350.00,289.90,259.95,270.00,283.00,350.61,400.00,448.00,439.90,474.63,475.00,421.71,400.06,348.00,259.95,515.01,368.89,434.27,409.48,290.89,440.63,411.19,392.56,380.33,372.41,401.58,350.18,404.78,494.04,292.46,370.40,426.55,300.58
06/03/2022,390.61,353.00,345.16,,334.21,339.44,342.09,350.02,324.97,325.69,210.01,198.73,219.90,217.36,212.00,226.31,274.00,308.09,385.16,435.08,454.28,436.35,412.02,412.02,411.65,198.73,454.28,355.75,339.13,238.58,232.42,395.65,418.01,329.92,288.88,350.75,347.44,235.50,370.96,302.67,212.00,298.39,426.90,224.72
05/03/2022,342.17,360.00,350.00,,330.00,338.85,347.04,369.00,378.10,370.53,322.34,200.10,233.01,221.09,201.50,255.67,301.36,339.99,385.63,405.78,409.30,400.00,377.25,369.63,362.40,200.10,409.30,345.54,358.25,281.50,244.91,385.18,377.32,332.11,303.86,344.68,351.90,263.20,360.37,359.99,213.93,320.66,387.39,235.46
04/03/2022,351.07,346.60,329.40,,304.05,315.00,349.07,398.60,410.00,410.05,385.16,348.00,348.00,280.72,274.00,299.80,329.15,355.77,380.94,410.00,410.00,400.08,368.40,316.01,346.60,274.00,410.05,332.78,368.17,372.80,295.92,389.18,357.77,352.77,352.63,332.53,350.47,334.36,352.91,400.95,312.68,341.42,375.18,313.28
03/03/2022,331.16,322.53,316.00,,307.01,307.30,332.27,368.60,405.00,400.00,355.15,264.98,268.14,199.10,216.93,283.99,319.58,336.53,398.53,410.00,405.05,390.00,350.00,333.88,319.90,199.10,410.00,319.18,353.29,322.07,254.90,387.53,348.45,330.90,321.50,319.38,336.23,288.48,340.30,382.19,237.29,334.66,368.14,258.79
02/03/2022,251.04,248.43,242.06,,233.14,233.62,250.00,231.10,242.09,304.99,298.10,223.70,220.90,199.90,180.00,220.40,220.50,225.10,242.06,290.11,304.00,249.90,231.10,265.78,249.27,180.00,304.99,243.67,239.20,261.92,205.20,265.32,249.01,244.05,244.15,243.05,241.44,233.56,243.96,269.07,206.13,227.02,265.03,210.90
01/03/2022,174.00,181.00,169.30,,199.97,216.30,186.99,268.04,273.00,291.00,254.20,273.94,222.33,220.00,221.50,235.02,261.24,283.20,315.87,362.75,354.11,315.87,286.00,266.94,223.40,169.30,362.75,181.07,236.08,260.37,234.44,328.98,273.05,252.33,274.60,187.93,208.58,247.40,230.07,271.56,234.44,273.83,301.51,239.01
28/02/2022,168.04,162.23,183.68,,170.59,197.00,217.00,284.97,322.90,308.90,248.00,194.80,152.69,137.09,142.64,141.31,194.00,253.79,280.56,300.00,346.00,221.70,212.10,211.00,174.90,137.09,346.00,171.14,255.47,226.10,153.76,295.09,204.93,217.75,224.98,183.09,213.30,189.93,210.51,291.19,156.81,217.42,244.28,160.42
27/02/2022,195.65,180.70,174.44,,172.31,174.50,177.10,186.05,191.54,189.37,167.44,139.80,131.41,116.53,97.26,111.68,151.54,176.15,229.90,275.76,281.86,275.13,202.60,221.30,194.78,97.26,281.86,180.78,182.30,157.01,119.25,240.92,223.45,183.95,172.39,179.12,181.54,138.13,195.51,183.60,121.25,167.32,241.91,124.70
26/02/2022,300.40,300.10,275.00,,219.03,238.20,237.17,249.98,263.46,275.57,267.37,245.75,213.02,196.64,178.97,177.04,197.47,225.08,259.90,299.00,300.70,277.91,235.80,242.15,212.09,177.04,300.70,273.63,247.20,250.43,187.53,271.17,241.99,245.33,236.38,261.65,260.42,218.98,254.27,264.10,208.60,214.87,261.28,201.48
25/02/2022,169.80,130.00,126.37,,122.31,122.85,129.90,215.70,248.10,272.60,292.00,218.30,129.90,111.19,111.92,120.71,123.60,231.00,309.90,410.08,375.00,319.90,247.80,299.00,282.50,111.19,410.08,137.12,179.14,228.20,116.86,331.50,287.30,213.35,225.52,133.54,158.13,172.53,201.19,257.10,142.83,196.30,322.38,135.94
24/02/2022,131.70,120.00,111.50,,110.00,112.20,115.55,168.43,170.00,238.10,242.00,178.30,178.10,178.10,185.60,186.00,178.30,205.00,189.79,234.97,200.00,206.00,207.00,190.98,149.93,110.00,242.00,118.30,141.55,209.13,182.00,207.44,188.48,174.48,199.52,116.83,129.92,195.56,149.44,204.63,180.03,189.77,198.15,180.73
