# 30/12/2023 11:32:22 AM: Prices - EPEX Spot Market Auction - netherlands - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
03/12/2023,108.63,103.38,100.20,,99.13,95.15,91.83,88.89,92.31,97.02,100.15,104.96,105.07,102.91,100.00,105.68,115.00,122.20,127.90,129.05,126.07,112.33,100.00,99.09,89.00,88.89,129.05,102.84,92.05,101.80,105.90,126.31,100.11,104.83,111.33,99.72,97.44,103.85,98.33,94.59,103.24,117.70,109.26,105.60
02/12/2023,105.30,102.78,101.74,,99.24,98.35,98.01,99.06,104.75,120.34,127.99,130.75,126.24,119.90,114.58,118.52,123.50,129.79,144.15,144.85,129.56,122.56,113.00,109.01,106.30,98.01,144.85,102.27,100.04,126.33,119.13,137.09,112.72,116.26,127.51,100.90,101.15,122.73,105.01,113.04,122.87,128.99,120.88,122.25
01/12/2023,106.91,102.63,99.10,,95.89,96.07,102.29,120.00,152.07,203.32,222.35,214.99,213.09,196.72,174.54,174.11,183.60,200.00,229.77,199.10,168.49,142.33,125.11,118.31,108.12,95.89,229.77,101.13,117.61,213.44,182.24,199.34,123.47,156.20,198.34,100.48,109.37,197.84,114.07,174.44,199.84,196.87,143.58,192.84
30/11/2023,104.79,104.52,102.20,,100.00,101.63,106.30,129.41,168.09,219.27,237.06,222.40,223.22,195.15,189.76,195.00,195.00,226.00,261.00,249.41,196.66,153.93,132.71,124.67,113.72,100.00,261.00,102.88,126.36,225.49,193.73,233.27,131.26,168.83,217.49,103.24,114.62,209.61,120.16,188.46,207.63,219.25,161.85,203.42
29/11/2023,98.43,95.11,92.08,,86.12,84.94,95.70,102.84,132.59,149.58,145.00,133.85,129.99,128.21,132.38,146.66,168.00,200.00,250.00,250.00,200.00,161.00,139.01,128.50,114.27,84.94,250.00,92.94,104.02,139.61,143.81,225.00,135.70,140.18,169.47,92.06,98.48,141.71,110.88,132.50,131.11,191.17,165.46,139.85
28/11/2023,77.74,70.49,67.47,,64.50,68.29,80.08,97.62,118.38,127.60,138.28,139.27,138.51,135.61,137.73,144.01,150.00,164.01,189.98,177.00,161.49,140.51,120.00,116.84,109.29,64.50,189.98,70.05,91.09,135.92,141.84,173.12,121.66,122.28,150.29,71.43,80.57,138.88,94.27,120.47,137.78,162.00,137.52,140.86
27/11/2023,99.31,94.15,89.90,,88.82,87.91,94.09,122.01,136.89,144.99,139.41,138.00,136.94,133.97,132.67,130.09,121.63,116.84,125.56,129.10,105.58,109.00,108.10,94.30,84.89,84.89,144.99,93.05,110.23,139.84,129.59,119.27,99.07,115.17,129.57,92.36,101.64,134.71,100.78,135.83,135.40,123.53,105.16,132.22
26/11/2023,111.73,105.07,101.84,,99.34,96.58,97.16,100.10,110.08,113.13,117.70,115.88,114.80,113.67,110.14,115.10,123.26,134.15,145.70,160.60,146.63,135.91,122.41,118.99,102.49,96.58,160.60,104.50,100.98,115.38,115.54,146.77,119.95,117.19,125.90,101.95,102.74,115.46,108.48,110.25,113.62,129.55,131.17,115.48
25/11/2023,78.07,74.03,72.07,,71.61,69.99,74.19,79.81,87.08,94.29,92.02,89.17,87.06,84.84,83.09,90.09,95.80,114.95,124.10,138.79,128.05,139.12,121.00,117.86,111.15,69.99,139.12,73.95,77.77,90.64,88.46,126.47,122.28,96.59,101.85,73.33,75.86,89.55,91.33,88.30,86.04,106.24,126.00,88.34
24/11/2023,47.00,20.40,24.40,,0.59,1.77,31.68,70.90,94.61,126.57,131.22,107.15,98.85,77.86,78.29,89.31,90.09,113.10,145.10,148.02,136.34,121.60,100.10,92.97,85.35,0.59,148.02,23.10,49.74,115.95,83.89,135.64,100.01,84.72,111.83,20.97,36.42,99.92,57.61,105.83,90.54,109.40,114.06,90.26
23/11/2023,64.97,46.05,41.12,,30.13,20.18,32.17,82.00,114.43,139.80,139.90,119.01,88.00,70.87,84.89,95.00,98.00,112.10,155.77,135.90,130.10,96.00,93.00,91.80,60.32,20.18,155.77,45.57,62.20,121.68,87.19,133.47,85.28,89.23,114.11,39.10,53.88,104.43,64.35,119.03,90.69,115.22,101.19,92.63
22/11/2023,98.00,95.01,95.01,,92.00,92.59,96.50,119.25,140.55,152.23,131.30,114.99,103.57,95.60,102.41,116.09,120.00,127.20,132.95,129.89,118.78,123.00,102.82,108.57,80.20,80.20,152.23,95.01,112.22,125.52,108.53,127.21,103.65,112.02,120.42,94.85,103.61,117.02,103.63,135.83,104.14,124.06,110.54,108.78
21/11/2023,102.75,98.20,96.12,,91.17,95.36,101.12,120.10,134.50,139.30,136.02,135.00,134.12,137.83,137.02,137.07,137.23,140.57,145.80,142.08,132.35,124.79,110.52,110.91,98.04,91.17,145.80,97.06,112.77,136.11,137.29,140.20,111.07,122.42,137.87,97.45,104.92,136.70,106.97,132.48,135.99,140.17,119.78,136.38
20/11/2023,68.30,62.68,59.91,,57.61,63.40,80.43,102.47,127.72,126.00,117.59,110.59,106.00,103.00,114.30,120.35,125.37,135.86,148.12,139.98,130.10,120.05,107.01,108.05,100.00,57.61,148.12,62.13,93.51,115.05,115.76,138.52,108.78,105.62,123.11,65.39,77.82,115.40,88.14,118.45,108.47,132.43,117.53,113.27
19/11/2023,19.24,5.75,4.10,,0.13,0.07,0.09,2.33,5.59,14.49,18.92,12.57,12.61,11.66,0.79,15.29,67.31,80.98,94.99,104.58,103.86,88.74,84.42,88.05,80.05,0.07,104.58,7.31,2.02,14.65,23.76,96.10,85.32,38.19,44.84,4.90,4.66,19.21,31.55,10.33,9.41,64.64,91.62,20.04
18/11/2023,110.56,97.38,90.61,,85.94,82.46,82.50,86.19,92.08,100.17,96.95,95.21,92.89,92.64,91.61,92.89,92.23,94.48,105.28,107.62,90.80,83.54,78.11,73.76,58.11,58.11,110.56,96.12,85.81,96.31,92.34,99.55,73.38,90.58,96.06,91.58,90.97,94.32,85.10,93.85,93.09,96.22,81.99,92.91
17/11/2023,106.00,100.00,100.00,,92.86,95.70,103.20,119.35,131.03,141.92,134.75,127.90,125.18,119.54,112.10,123.91,129.76,137.65,146.32,149.80,141.83,128.44,120.36,118.24,112.10,92.86,149.80,99.72,112.32,132.44,121.33,143.90,119.79,121.58,132.56,99.63,106.02,126.88,110.61,131.76,121.18,134.41,128.46,123.07
16/11/2023,85.46,83.40,95.57,,95.57,98.30,103.20,105.00,126.90,129.99,128.59,120.10,116.62,122.63,131.64,146.52,158.50,158.24,181.22,140.44,125.26,121.19,115.00,110.20,100.85,83.40,181.22,90.00,108.35,123.83,139.82,151.29,111.81,120.85,138.31,93.58,99.18,131.82,103.39,122.62,122.75,161.12,118.82,132.67
15/11/2023,81.10,76.42,72.90,,70.69,74.45,81.99,101.27,121.36,126.23,117.48,108.46,96.82,90.94,92.46,94.55,113.76,119.21,126.60,129.90,121.08,109.90,97.50,91.66,84.21,70.69,129.90,75.28,94.77,112.25,97.93,124.20,95.82,100.04,111.46,76.26,85.02,105.09,88.62,116.59,97.17,113.53,105.71,99.50
14/11/2023,10.60,1.48,0.29,,0.08,0.32,1.82,47.63,80.03,96.31,86.46,74.80,72.82,75.08,75.22,86.38,100.60,98.91,132.80,126.03,116.97,100.45,93.40,96.16,85.50,0.08,132.80,3.11,32.45,82.60,84.32,118.68,93.88,69.17,95.20,2.43,17.78,83.46,43.15,77.61,74.48,104.67,103.09,80.82
13/11/2023,91.26,86.82,87.00,,87.25,85.28,88.56,112.20,134.21,145.00,125.90,118.86,116.67,108.50,101.61,88.25,80.13,78.67,91.33,96.00,87.60,76.80,61.99,61.48,30.01,30.01,145.00,88.08,105.06,126.61,94.62,88.40,57.57,93.39,103.21,87.70,96.57,110.62,83.57,129.33,111.41,84.60,68.98,102.34
12/11/2023,89.58,85.36,85.37,,84.40,86.76,88.32,87.25,87.28,88.04,89.75,88.66,86.62,88.09,90.00,94.97,110.38,122.51,141.96,130.49,126.00,116.80,107.33,100.14,88.02,84.40,141.96,86.18,87.40,88.27,95.86,130.24,103.07,98.50,104.79,86.63,86.79,92.06,92.22,88.08,88.34,117.46,111.46,93.12
11/11/2023,87.30,85.89,85.88,,83.21,82.71,85.44,86.30,88.00,92.00,94.89,91.28,90.22,87.94,87.80,91.50,102.87,115.74,127.98,135.76,124.47,113.51,102.58,92.38,87.41,82.71,135.76,85.57,85.61,92.10,92.53,125.99,98.97,96.79,103.54,85.07,85.59,92.31,90.05,90.30,89.31,109.52,109.35,91.94
10/11/2023,64.08,59.73,53.74,,48.36,50.00,66.98,84.25,106.73,113.00,116.37,105.80,98.00,91.80,100.00,96.24,110.67,121.07,135.15,135.10,123.58,112.93,105.10,103.97,93.20,48.36,135.15,56.48,76.99,108.29,99.68,128.73,103.80,95.66,112.23,57.15,66.73,103.99,79.09,105.09,98.90,115.78,112.31,100.42
09/11/2023,89.20,99.03,93.01,,90.00,91.19,88.30,109.61,120.06,139.97,130.00,100.08,95.00,90.16,92.32,100.61,116.18,120.25,131.88,128.60,112.14,100.00,88.00,84.04,74.36,74.36,139.97,92.81,102.29,116.26,99.82,123.22,86.60,103.50,113.10,91.79,97.55,108.04,93.90,124.91,94.39,117.23,97.86,99.06
08/11/2023,94.00,86.56,70.95,,64.47,66.76,75.01,84.61,107.68,111.47,93.73,85.10,78.85,76.00,76.28,83.23,104.70,113.54,119.14,127.14,121.00,109.90,107.00,104.00,101.65,64.47,127.14,79.00,83.52,92.29,85.05,120.21,105.64,94.28,99.18,76.29,81.26,88.67,89.38,99.37,79.06,105.15,111.78,84.03
07/11/2023,92.07,76.38,71.18,,68.01,70.25,83.41,101.49,132.93,136.45,127.00,99.55,89.03,86.21,88.79,97.90,108.40,113.24,137.18,149.70,132.80,105.10,92.98,99.59,98.46,68.01,149.70,76.91,97.02,113.01,95.33,133.23,99.03,102.42,113.85,76.88,86.97,104.17,90.99,124.47,90.90,114.18,113.11,94.98
06/11/2023,47.24,31.89,16.75,,6.78,4.30,16.93,72.75,96.21,104.47,86.00,63.99,60.15,58.05,66.98,80.34,100.00,112.46,138.00,151.19,139.77,111.49,105.92,99.27,92.00,4.30,151.19,25.67,47.55,78.65,76.34,135.36,102.17,77.62,96.78,20.65,36.61,77.50,58.46,89.86,62.29,107.70,116.61,71.59
05/11/2023,8.71,6.59,5.18,,2.98,4.24,7.99,16.49,55.10,60.00,51.47,42.83,43.45,39.88,26.39,33.37,51.29,63.09,74.91,72.71,59.21,50.10,51.55,50.10,45.89,2.98,74.91,5.87,20.96,49.44,37.73,67.48,49.41,38.48,51.55,5.95,13.41,43.59,25.41,45.77,38.14,55.67,54.93,39.54
04/11/2023,45.72,32.06,30.00,,22.01,19.19,15.40,16.13,25.08,25.85,20.00,13.95,15.20,20.00,21.14,30.79,42.69,40.00,59.00,57.81,53.30,50.00,34.09,11.73,7.05,7.05,59.00,32.45,18.95,18.75,28.66,52.53,25.72,29.51,33.31,27.40,25.70,23.70,25.71,21.77,17.57,43.12,35.66,23.96
03/11/2023,15.17,11.47,10.00,,5.73,9.73,23.60,61.64,90.28,95.05,89.59,82.90,74.70,61.81,60.85,64.89,69.89,82.70,110.10,107.80,91.50,70.50,54.89,45.53,30.00,5.73,110.10,10.59,46.31,85.56,64.36,98.03,50.23,59.18,82.65,12.62,28.45,74.96,35.71,84.14,70.07,81.90,66.70,69.17
02/11/2023,19.72,11.44,9.14,,6.67,7.00,7.86,38.80,74.79,102.32,77.39,60.90,63.20,63.70,64.30,85.95,124.00,129.89,141.39,144.00,99.89,87.83,75.99,72.27,57.04,6.67,144.00,11.74,32.11,75.95,84.49,128.79,73.28,67.73,96.41,10.31,21.93,80.22,39.05,73.33,63.03,120.31,89.50,77.01
01/11/2023,65.45,67.31,58.84,,48.70,46.65,54.67,67.35,78.65,80.22,69.23,55.64,49.16,47.64,55.00,53.33,63.51,69.85,87.71,79.94,74.97,61.18,39.83,48.40,28.20,28.20,87.71,60.08,61.83,63.56,54.87,78.12,44.40,60.48,65.52,56.94,60.95,59.22,55.44,73.86,51.86,68.60,55.42,54.05
31/10/2023,86.05,79.20,71.96,,64.80,76.00,92.26,107.14,130.10,171.80,156.14,129.35,111.60,106.00,113.65,120.66,122.40,135.11,161.81,172.04,152.92,125.88,115.92,122.20,106.50,64.80,172.04,75.50,101.38,142.22,115.68,155.47,117.63,117.98,137.79,78.38,88.44,128.95,98.17,141.30,115.15,135.00,132.58,117.28
30/10/2023,8.00,8.13,8.36,,10.02,13.90,23.27,79.20,105.91,111.00,103.00,90.00,96.17,102.54,114.62,123.98,139.45,145.40,165.84,171.00,151.13,129.03,114.88,128.00,114.26,8.00,171.00,8.63,55.57,100.04,120.15,158.34,121.54,94.05,126.18,11.95,32.10,110.10,61.91,99.78,100.83,143.67,134.72,111.13
29/10/2023,5.34,-2.76,-1.93,-1.59,-1.54,-1.67,-1.84,-1.00,-1.05,-0.82,-0.81,-0.80,-0.58,0.00,0.00,9.59,34.82,84.89,109.89,102.70,75.00,62.41,54.27,52.00,38.47,-2.76,109.89,-0.50,-1.39,-0.75,11.10,93.12,51.79,24.52,34.49,-0.86,-0.89,5.18,15.32,-0.92,-0.35,59.80,64.14,7.17
28/10/2023,84.60,68.61,64.59,,55.00,56.85,60.26,64.82,74.00,89.35,89.74,87.01,69.54,57.37,52.56,51.22,72.93,87.66,115.20,132.00,105.76,79.86,50.84,37.83,17.62,17.62,132.00,68.20,63.98,83.91,58.52,110.16,46.54,71.88,84.20,64.99,66.09,71.22,59.57,79.48,66.62,81.75,70.65,65.11
27/10/2023,104.56,97.61,97.26,,98.90,105.92,108.84,122.40,139.40,154.55,152.70,147.77,142.53,125.79,112.19,105.98,102.79,113.16,125.88,139.90,140.60,121.05,100.13,96.87,93.70,93.70,154.55,99.58,119.14,149.39,111.69,129.89,102.94,118.77,130.32,102.18,109.36,130.54,107.22,142.26,132.07,111.95,115.38,122.84
26/10/2023,104.40,106.00,109.00,,99.96,100.00,100.00,117.32,133.79,144.05,149.00,146.37,140.00,131.11,120.09,119.60,118.21,126.00,137.98,151.05,151.08,130.85,119.07,117.06,104.85,99.96,151.08,104.84,112.78,144.86,122.25,141.53,117.96,124.04,136.21,103.23,108.81,133.55,111.86,136.04,134.39,125.45,128.99,129.23
25/10/2023,99.07,94.56,91.00,,91.68,96.35,100.01,118.96,142.74,150.50,140.52,129.57,124.61,117.39,115.70,124.47,130.98,144.35,152.71,153.73,157.90,137.18,123.66,120.06,112.80,91.00,157.90,94.08,114.52,136.30,122.14,152.17,123.43,123.77,136.87,95.45,104.30,129.22,110.67,138.18,121.82,138.13,134.22,123.79
24/10/2023,101.33,97.21,94.54,,89.46,90.27,94.45,101.12,119.67,130.31,136.35,128.37,125.00,118.99,112.54,105.90,100.10,109.90,137.94,149.90,154.15,133.45,119.31,114.10,102.78,89.46,154.15,95.64,101.38,130.01,109.38,137.97,117.41,115.30,125.79,94.54,98.51,119.70,104.81,121.86,121.23,113.46,128.95,115.15
23/10/2023,115.02,101.00,101.28,,100.22,98.94,105.98,135.53,173.60,198.39,151.81,128.07,109.03,102.26,103.22,107.00,125.07,132.44,147.25,158.68,154.70,124.70,103.82,108.00,92.76,92.76,198.39,104.38,128.51,146.83,109.39,148.27,107.32,124.12,134.83,103.74,116.45,128.11,113.40,164.83,110.65,127.94,123.78,112.44
22/10/2023,39.37,30.36,18.59,,15.63,18.35,34.32,30.26,58.20,54.89,64.90,51.94,48.84,44.99,29.19,30.84,51.54,75.93,129.45,149.90,149.94,139.89,112.47,102.18,101.09,15.63,149.94,25.99,35.28,55.14,39.14,126.31,113.91,65.96,73.53,26.10,30.64,47.14,58.39,52.06,43.74,71.94,125.91,42.89
21/10/2023,53.10,37.27,39.74,,34.62,40.46,35.52,41.62,63.83,74.71,59.00,44.83,31.10,20.80,10.00,13.21,26.65,61.59,92.85,114.82,114.75,90.00,52.65,48.93,40.15,10.00,114.82,41.18,45.36,52.41,17.67,96.00,57.93,51.76,55.36,40.12,43.27,35.04,48.16,59.79,26.68,48.58,76.88,24.43
20/10/2023,77.59,60.82,41.36,,23.19,5.41,32.61,73.02,108.12,119.61,124.76,124.92,118.32,111.80,114.10,103.70,98.34,99.66,122.80,135.97,144.60,117.50,94.88,91.00,68.00,5.41,144.60,50.74,54.79,121.90,106.99,125.76,92.85,92.17,118.22,40.16,52.77,114.44,66.13,106.38,117.29,106.13,108.66,111.86
