# 30/12/2023 11:32:22 AM: Prices - EPEX Spot Market Auction - netherlands - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
19/10/2023,5.17,-3.70,-4.40,,0.00,-2.57,15.27,80.06,103.12,122.39,127.00,123.70,126.07,125.45,122.00,120.34,120.64,126.00,147.92,160.00,155.00,116.80,99.90,106.00,95.20,-4.40,160.00,-0.73,48.97,124.79,122.11,147.23,104.48,91.14,131.38,1.63,24.12,123.45,50.90,108.14,124.31,128.73,122.15,123.03
18/10/2023,76.18,63.35,57.73,,49.56,42.54,48.42,86.65,119.28,148.45,119.13,89.99,76.92,70.09,64.00,65.87,66.73,74.90,102.55,105.50,106.78,96.85,85.54,65.79,34.80,34.80,148.45,61.71,74.22,108.62,66.67,97.43,70.75,79.90,90.91,56.30,67.96,87.65,68.89,118.38,75.25,77.51,82.54,72.27
17/10/2023,127.58,114.04,108.40,,106.57,105.44,113.85,133.00,161.78,187.33,159.45,134.98,113.67,105.61,88.61,80.98,97.25,119.00,139.89,159.80,161.69,128.48,119.72,108.48,95.14,80.98,187.33,114.15,128.52,148.86,93.11,145.10,112.96,123.78,129.02,112.65,121.33,120.99,118.54,160.39,110.72,109.28,128.89,103.52
16/10/2023,120.20,116.60,110.70,,110.10,107.00,110.00,139.56,159.37,204.00,164.30,167.99,120.30,113.76,106.26,109.49,116.75,138.96,170.23,214.40,240.00,160.64,145.44,135.20,119.22,106.26,240.00,114.40,128.98,164.15,111.57,190.90,140.13,141.69,155.54,112.43,121.69,137.86,127.84,166.81,127.08,133.86,169.15,122.43
15/10/2023,69.00,34.00,5.83,,9.11,5.76,7.67,5.79,46.83,69.04,78.00,41.11,-1.01,-4.39,-1.03,-7.10,4.86,33.64,111.60,160.83,187.63,194.00,145.00,136.80,135.60,-7.10,194.00,29.49,16.51,46.79,-1.92,123.43,152.85,61.19,56.10,21.90,23.00,22.44,66.28,49.92,8.67,35.75,159.98,5.41
14/10/2023,-0.09,-2.57,-0.90,,-1.03,-1.39,-1.27,-0.30,1.65,34.21,32.06,3.82,-0.01,-2.90,-2.62,-2.11,-0.08,0.60,68.13,120.00,166.00,179.89,128.00,117.80,111.00,-2.90,179.89,-1.15,-0.33,17.52,-1.93,88.68,134.17,39.50,34.76,-1.21,-0.74,7.80,44.23,16.91,-0.43,16.64,137.12,-0.65
13/10/2023,123.99,115.00,107.14,,101.40,99.90,85.75,104.20,140.76,144.92,132.05,99.00,72.02,34.45,7.30,4.31,4.24,10.17,50.10,79.91,100.00,74.00,8.00,0.21,-0.81,-0.81,144.92,111.88,107.65,112.00,12.58,60.05,20.35,70.75,61.54,105.53,109.77,62.29,79.96,130.48,53.19,17.21,43.55,36.89
12/10/2023,128.76,122.71,138.12,,115.00,89.04,102.60,126.50,133.39,148.39,169.28,131.72,125.00,111.08,104.29,108.38,120.00,123.58,145.29,170.29,221.09,151.61,129.36,123.50,109.84,89.04,221.09,126.15,112.88,143.60,110.94,165.06,128.58,131.20,139.87,116.04,119.52,127.27,122.54,144.39,118.02,124.31,150.95,116.75
11/10/2023,62.75,24.60,5.82,,0.06,0.00,7.07,78.84,127.13,134.63,111.76,59.58,1.05,0.00,-0.06,-0.04,0.06,60.42,104.33,128.24,152.00,142.00,120.10,112.96,116.16,-0.06,152.00,23.31,53.26,76.76,-0.01,111.25,122.81,64.56,62.66,16.72,38.28,38.37,66.46,113.09,15.14,41.19,128.58,10.10
10/10/2023,104.00,100.60,99.90,,99.52,97.37,104.22,128.70,174.71,177.75,132.10,113.97,103.95,94.55,79.33,78.00,74.25,86.60,99.89,128.85,139.72,104.58,86.30,88.59,68.14,68.14,177.75,101.01,126.25,131.94,81.53,113.77,86.90,106.90,109.08,100.94,113.63,106.74,104.72,153.32,97.95,84.69,102.70,90.68
09/10/2023,91.11,87.45,82.44,,77.40,75.00,79.05,96.50,111.80,127.02,121.44,111.57,105.36,98.55,95.24,97.41,79.40,108.20,129.58,189.22,221.70,184.50,132.86,120.00,112.70,75.00,221.70,84.60,90.59,116.35,92.65,162.18,137.52,113.98,123.72,82.08,87.59,104.50,104.23,114.19,102.68,103.65,160.16,97.92
08/10/2023,103.94,89.60,84.89,,78.00,71.81,77.09,83.51,100.00,102.08,100.90,86.94,76.56,70.56,55.15,54.62,70.80,89.15,108.28,132.32,158.42,131.85,110.20,104.42,96.34,54.62,158.42,89.11,83.10,91.62,62.78,122.04,110.70,93.23,92.15,84.22,86.11,77.20,94.30,96.62,72.30,80.71,122.26,69.11
07/10/2023,55.00,50.79,2.43,,3.26,6.24,21.45,51.92,66.66,71.07,68.66,46.81,19.62,10.38,0.22,1.00,22.01,61.59,86.44,102.28,108.91,100.00,83.99,76.19,72.00,0.22,108.91,27.87,36.57,51.54,8.40,89.81,83.05,49.54,49.92,23.20,32.22,29.97,49.16,64.58,19.26,42.76,90.56,16.67
06/10/2023,87.39,84.86,76.00,,75.06,66.92,71.78,93.62,115.51,120.66,104.39,84.00,63.07,16.22,5.04,1.47,39.00,62.24,86.55,103.44,111.80,100.72,77.64,80.00,85.10,1.47,120.66,80.83,86.96,93.03,15.43,91.01,85.87,75.52,66.49,77.00,83.89,54.23,84.55,108.55,42.08,47.32,93.12,34.80
05/10/2023,82.70,76.88,70.30,,61.20,69.00,78.22,89.52,107.58,121.83,107.11,87.33,84.61,87.61,78.33,80.03,83.62,94.23,111.16,165.07,229.82,139.40,109.93,100.98,94.58,61.20,229.82,72.77,86.08,100.22,82.40,150.07,111.22,100.46,110.90,73.05,79.43,91.31,90.02,106.51,84.47,92.26,139.96,83.59
04/10/2023,52.20,44.00,44.00,,37.64,35.07,47.97,98.56,116.86,121.22,105.87,77.66,67.00,20.72,41.81,33.17,62.20,80.77,92.00,99.40,127.78,116.10,87.81,85.59,77.86,20.72,127.78,44.46,74.62,92.94,39.48,99.99,91.84,73.89,77.47,43.48,59.54,66.21,70.31,110.63,51.80,67.04,99.09,50.43
03/10/2023,97.58,87.85,71.94,,30.91,9.83,2.02,5.29,44.74,133.20,135.30,119.92,84.20,64.89,27.80,0.07,0.00,0.00,67.50,108.00,131.10,124.00,99.90,97.40,84.89,0.00,135.30,72.07,15.47,118.16,23.19,76.65,101.55,67.85,72.67,50.02,43.77,70.67,63.03,79.63,74.20,16.89,107.55,49.48
02/10/2023,94.90,93.17,93.40,,92.02,95.68,99.33,124.78,142.65,144.50,128.00,105.35,92.39,90.34,87.92,88.15,90.50,104.60,127.79,199.48,245.05,160.07,120.00,106.42,100.00,87.92,245.05,93.37,115.61,117.56,89.23,169.23,121.62,117.77,125.34,94.75,104.49,103.39,110.20,134.98,94.00,102.76,155.17,92.44
01/10/2023,102.73,94.14,88.60,,80.42,84.89,81.54,82.12,88.08,82.10,62.73,40.00,8.99,-0.04,-3.10,-1.19,1.53,62.73,98.03,120.06,130.00,130.00,115.16,106.62,99.97,-3.10,130.00,91.47,84.16,48.46,-0.70,102.71,112.94,73.17,50.15,88.72,87.82,23.88,96.19,78.76,11.46,40.28,116.97,7.70
30/09/2023,99.91,93.64,90.00,,88.72,88.28,92.10,105.30,109.46,115.00,105.25,87.51,70.53,42.76,5.00,15.04,56.00,85.01,107.24,133.73,159.08,134.10,111.81,107.40,101.04,5.00,159.08,93.07,98.79,94.57,29.70,121.27,113.59,91.83,81.85,92.11,95.93,62.14,101.81,108.75,51.45,65.82,124.53,46.14
29/09/2023,108.50,96.34,86.59,,82.17,38.99,68.11,105.26,132.92,130.05,106.82,92.07,87.37,82.05,72.44,77.04,90.70,96.22,112.12,132.90,140.58,132.96,113.40,106.57,101.07,38.99,140.58,93.40,86.32,104.08,80.56,120.46,113.50,99.72,101.70,80.12,89.86,92.32,97.74,118.76,83.48,94.02,121.25,83.61
28/09/2023,86.67,80.47,70.00,,62.00,58.47,85.84,100.94,126.25,129.56,110.85,93.36,88.56,83.46,81.99,87.70,92.02,99.89,132.63,172.00,239.75,156.51,127.57,117.82,110.40,58.47,239.75,74.79,92.88,105.58,86.29,161.07,128.08,108.11,117.65,73.91,83.83,95.94,98.58,116.90,86.84,103.06,154.01,87.85
27/09/2023,105.51,102.00,102.52,,101.89,100.43,107.79,137.57,234.90,168.88,128.70,102.33,93.26,90.20,87.34,87.80,90.90,111.58,149.91,179.90,174.44,132.66,107.07,96.38,86.61,86.61,234.90,102.98,145.17,123.29,89.06,153.96,105.68,120.02,122.10,103.36,124.08,106.18,117.94,167.51,93.28,110.05,129.51,91.97
26/09/2023,114.13,107.99,104.93,,104.58,105.00,107.99,147.80,253.63,161.95,117.83,100.59,95.52,91.28,82.95,90.00,98.02,104.51,133.00,171.24,228.02,160.34,126.27,108.06,101.28,82.95,253.63,107.91,153.61,118.97,90.56,159.19,123.99,125.70,122.91,107.44,130.76,104.77,128.50,170.30,92.59,106.38,149.20,93.06
25/09/2023,34.63,10.00,1.09,,0.00,0.49,42.25,98.90,139.15,143.00,118.32,90.33,89.01,66.51,76.11,84.09,92.06,97.46,124.22,200.09,379.59,237.48,135.97,122.16,110.13,0.00,379.59,11.43,70.20,110.17,79.69,200.34,151.44,103.88,130.07,14.74,40.81,94.93,77.69,124.84,80.49,99.46,197.57,83.02
24/09/2023,98.71,87.24,77.73,,74.20,78.05,82.52,87.50,91.00,81.28,59.36,1.06,0.85,-0.03,-4.20,-3.15,-0.22,3.20,79.65,130.00,157.09,134.98,105.00,90.19,72.19,-4.20,157.09,84.47,84.77,35.64,-1.90,92.49,100.59,66.01,42.07,83.08,84.62,16.87,89.94,79.79,-0.58,19.87,114.91,-0.95
23/09/2023,109.04,101.86,97.05,,91.72,89.43,91.78,98.88,107.20,109.99,104.68,90.75,84.90,79.89,70.55,53.09,71.20,78.23,99.09,130.99,156.19,145.00,117.91,106.92,110.00,53.09,156.19,99.92,96.82,97.58,68.68,116.13,119.96,99.85,94.13,96.81,98.37,83.13,105.57,105.19,81.52,75.40,127.84,75.06
22/09/2023,90.10,87.16,91.54,,95.15,99.61,95.53,110.00,139.00,134.79,118.28,99.64,90.93,85.65,76.49,70.89,73.26,85.27,99.90,130.23,152.27,133.46,114.63,105.93,103.06,70.89,152.27,90.99,111.04,110.91,76.57,116.92,114.27,103.45,101.47,93.18,101.01,93.74,105.43,125.52,88.18,82.33,123.26,82.81
21/09/2023,74.55,65.61,48.89,,26.51,42.78,66.30,94.90,116.34,115.82,102.74,97.71,101.30,96.30,95.60,100.00,93.80,105.82,124.04,179.01,245.21,148.29,114.80,100.10,94.75,26.51,245.21,53.89,80.08,104.39,96.43,163.52,114.49,102.13,121.45,54.11,66.99,100.41,82.82,107.45,97.73,105.92,147.03,97.45
20/09/2023,0.79,0.00,-1.60,,-2.91,-2.67,8.70,70.64,98.64,105.64,80.88,0.06,-0.89,-3.33,-5.34,-4.94,-1.83,0.95,82.26,123.61,169.90,122.00,95.74,86.65,76.47,-5.34,169.90,-0.93,43.83,46.42,-3.86,94.18,95.22,45.81,45.58,0.39,21.45,21.28,46.04,88.95,-2.38,19.11,112.40,-2.71
19/09/2023,1.02,-0.09,-0.10,,-0.13,-1.24,0.00,70.84,104.83,109.70,82.86,0.01,-0.08,-3.50,-5.34,-4.85,-2.95,0.00,48.17,97.51,116.48,110.23,87.16,66.81,16.35,-5.34,116.48,0.18,43.61,48.12,-4.16,65.54,70.14,37.24,36.50,-0.09,21.89,21.98,37.97,92.06,-2.23,10.09,82.42,-2.79
18/09/2023,112.20,88.96,81.73,,81.80,79.85,87.42,115.40,135.76,165.00,105.85,90.65,74.30,54.16,9.57,8.88,0.10,45.00,100.00,115.00,156.40,125.65,103.97,92.40,72.28,0.10,165.00,91.17,104.61,108.95,18.18,104.10,98.58,87.60,77.08,88.66,97.89,63.56,98.12,130.50,57.17,38.50,110.95,39.61
17/09/2023,108.99,105.35,106.54,,103.63,101.70,100.10,100.00,103.33,95.38,84.50,71.58,39.51,21.21,4.08,4.30,38.70,80.68,109.90,132.00,151.90,126.96,118.25,108.91,99.18,4.08,151.90,106.13,101.28,72.74,17.07,118.62,113.33,88.20,69.48,104.39,103.71,44.91,106.91,95.80,34.10,58.40,122.87,29.90
16/09/2023,96.24,94.02,94.42,,95.09,100.52,95.27,106.53,113.16,102.00,90.79,79.00,64.97,54.48,32.44,34.40,74.46,85.26,103.16,127.70,170.93,140.05,117.35,105.03,99.90,32.44,170.93,94.94,103.87,84.19,48.95,121.76,115.58,94.88,84.97,95.93,99.41,66.57,104.80,103.12,57.72,74.32,126.83,56.63
15/09/2023,100.89,97.01,96.40,,97.64,99.20,99.43,128.81,145.93,125.07,104.38,93.58,89.46,78.57,62.90,71.20,84.30,93.35,113.60,149.20,178.78,139.68,112.66,100.98,95.77,62.90,178.78,97.99,118.34,103.12,74.24,133.73,112.27,106.62,103.70,98.43,108.16,88.68,109.53,126.05,81.13,90.61,129.51,80.00
14/09/2023,96.30,94.62,96.40,,96.37,92.59,100.50,134.42,178.70,150.58,118.02,96.82,88.81,85.13,83.14,87.42,85.00,94.16,113.00,163.77,216.96,178.62,131.89,114.13,99.37,83.14,216.96,95.92,126.55,113.56,85.17,146.97,131.00,116.53,115.23,96.13,111.24,99.37,117.83,145.43,88.48,94.90,150.79,87.72
13/09/2023,106.45,99.90,97.74,,93.44,85.22,71.58,85.00,115.08,137.72,124.91,103.21,96.86,90.90,91.50,90.81,85.21,92.70,103.55,124.83,149.90,140.94,122.79,106.41,98.07,71.58,149.90,99.38,89.22,115.68,89.61,117.75,117.05,104.78,107.68,92.39,94.30,102.64,101.89,115.68,95.62,93.07,123.82,93.08
12/09/2023,105.76,102.32,101.41,,101.58,101.82,108.36,138.76,214.13,146.41,123.22,112.25,101.59,95.60,90.00,96.89,99.90,108.96,139.57,189.37,260.00,185.62,136.62,115.55,93.77,90.00,260.00,102.77,140.77,120.87,95.60,174.48,132.89,127.89,130.31,103.54,121.77,108.23,125.48,155.63,99.86,111.33,163.49,99.37
11/09/2023,105.00,97.22,96.03,,92.07,92.34,101.82,130.26,172.80,136.44,113.00,95.16,78.26,79.97,84.70,87.86,92.53,100.18,131.45,266.71,463.77,448.13,223.11,147.83,119.94,78.26,463.77,97.58,124.31,105.72,86.27,240.53,234.75,148.19,144.17,97.41,110.94,95.99,152.21,138.13,84.52,103.01,278.25,86.41
10/09/2023,105.85,104.56,103.70,,101.42,97.63,98.72,99.35,97.98,94.11,89.13,56.04,18.00,8.28,0.03,0.00,26.33,79.00,100.24,121.19,150.60,151.90,131.57,113.93,100.86,0.00,151.90,103.88,98.42,64.32,8.66,112.76,124.57,85.43,61.91,101.98,101.15,36.49,108.96,95.14,20.59,51.39,128.34,18.11
09/09/2023,105.20,102.47,100.01,,100.00,100.85,99.80,103.83,104.04,96.09,89.77,78.79,65.53,-2.16,-8.09,2.15,57.89,78.80,97.38,120.59,152.00,157.49,131.78,110.90,103.16,-8.09,157.49,101.92,102.13,82.55,12.45,112.19,125.83,89.51,69.06,101.39,102.03,47.50,109.96,98.43,33.52,59.06,129.32,32.35
08/09/2023,84.62,81.52,82.06,,82.10,86.71,91.82,111.26,131.69,122.51,100.17,89.86,82.48,72.71,70.45,72.22,80.23,88.41,107.90,170.28,230.00,194.24,132.08,113.93,105.98,70.45,230.00,82.58,105.37,98.76,73.90,149.15,136.56,107.72,107.27,84.81,93.97,86.33,108.17,116.41,78.88,87.19,157.75,77.99
07/09/2023,95.42,91.37,89.08,,83.98,88.67,92.44,115.64,130.00,126.00,102.68,88.22,83.03,67.62,56.12,59.48,82.00,88.30,103.14,133.53,167.27,146.73,118.00,101.40,88.91,56.12,167.27,89.96,106.69,99.98,66.31,123.06,113.76,99.96,96.45,90.16,98.33,83.14,103.47,118.58,73.75,83.23,125.97,72.75
06/09/2023,88.89,85.52,84.11,,84.19,79.47,92.24,115.39,141.13,119.19,97.73,88.65,82.10,75.02,70.10,75.48,82.50,91.44,105.87,145.83,188.61,166.04,123.13,105.50,95.72,70.10,188.61,85.68,107.06,96.92,75.78,132.94,122.60,103.49,101.88,85.74,96.37,86.35,105.11,118.36,78.97,88.82,137.47,78.98
05/09/2023,92.19,92.13,89.00,,90.15,89.36,95.60,120.00,126.00,118.10,97.78,88.00,81.85,72.00,74.90,73.94,83.00,88.51,103.26,129.10,179.22,154.27,121.95,107.61,96.03,72.00,179.22,90.87,107.74,96.43,75.96,125.02,119.97,102.66,99.14,91.41,99.30,86.20,106.19,115.47,79.19,87.18,131.36,78.95
04/09/2023,100.85,94.49,93.14,,93.59,93.19,103.38,127.33,144.33,129.92,109.36,92.88,82.07,77.65,72.51,72.03,79.35,88.81,108.72,128.00,184.78,172.04,125.69,105.01,95.56,72.03,184.78,95.52,117.06,103.56,75.39,127.58,124.58,107.28,102.17,96.44,106.29,89.47,112.38,127.74,81.28,87.23,135.18,79.42
03/09/2023,105.28,101.02,103.79,,104.37,100.37,99.90,100.26,97.12,90.67,83.00,60.30,43.43,21.37,11.33,4.94,15.71,53.66,95.10,110.03,125.19,138.59,120.11,109.83,101.17,4.94,138.59,103.62,99.41,69.35,13.34,96.00,117.43,83.19,59.56,102.46,101.51,41.34,106.82,92.76,34.11,42.35,117.49,26.18
02/09/2023,107.46,102.70,100.00,,96.47,95.84,96.30,101.02,101.09,100.22,94.58,89.77,79.90,76.00,62.99,55.35,69.40,80.01,93.45,110.00,121.86,126.90,115.19,105.64,97.34,55.35,126.90,101.66,98.56,91.12,65.94,101.33,111.27,94.98,86.13,99.80,100.11,78.53,103.83,99.23,77.17,74.55,112.82,72.24
01/09/2023,98.90,95.97,93.29,,93.74,94.08,97.20,112.04,128.43,129.43,111.30,102.22,96.52,92.02,88.90,89.23,92.55,94.08,106.05,125.50,147.73,144.48,127.82,118.56,114.65,88.90,147.73,95.48,107.94,109.87,90.68,118.34,126.38,108.11,106.29,95.53,101.71,100.27,109.93,120.30,94.92,95.48,129.79,93.57
31/08/2023,96.31,91.76,91.43,,90.78,88.51,91.55,105.30,135.61,127.80,114.09,96.91,92.00,90.06,84.98,81.68,86.68,89.34,99.80,118.97,148.55,138.99,125.67,106.07,96.89,81.68,148.55,92.57,105.24,107.70,85.85,114.17,116.91,103.74,102.57,91.72,98.91,96.78,104.91,120.70,90.99,89.38,122.52,88.72
30/08/2023,100.12,98.60,96.36,,93.49,93.71,94.59,110.10,133.64,136.85,124.50,110.20,98.87,97.38,95.28,94.02,96.65,95.74,109.89,130.00,161.84,163.00,134.40,119.49,101.59,93.49,163.00,97.14,108.01,117.61,95.83,124.37,129.62,112.10,112.60,96.15,102.58,106.72,111.59,126.27,100.43,99.08,135.05,98.73
29/08/2023,103.12,96.97,95.04,,95.04,95.05,98.81,116.62,144.56,119.90,117.80,103.93,95.30,93.00,90.10,89.00,91.50,100.00,94.60,115.50,145.59,158.54,136.68,122.08,102.81,89.00,158.54,97.54,113.76,109.23,90.90,113.92,130.03,109.23,104.69,97.34,105.65,100.07,113.78,124.72,95.58,93.78,130.20,93.81
28/08/2023,93.31,88.52,85.00,,80.66,86.71,93.96,111.60,135.66,140.80,124.31,100.02,98.00,100.90,88.00,83.34,81.51,90.00,99.91,130.00,166.23,166.73,142.40,123.72,107.94,80.66,166.73,86.87,106.98,115.78,88.44,121.54,135.20,109.13,108.59,88.03,96.93,102.11,109.68,128.09,96.73,88.69,139.50,91.96
27/08/2023,102.39,98.31,96.91,,96.57,98.60,99.53,96.31,96.00,94.10,94.92,93.22,93.96,80.41,59.00,0.01,67.83,85.72,100.86,99.90,120.25,125.20,127.25,119.00,102.99,0.01,127.25,98.55,97.61,94.05,51.81,101.68,118.61,93.72,82.52,98.72,98.08,72.93,104.92,95.33,81.65,63.61,115.77,65.74
26/08/2023,109.90,104.10,101.91,,99.52,94.89,90.50,95.48,95.90,98.30,92.64,85.12,78.96,54.90,15.00,36.71,79.82,87.04,94.80,100.00,120.00,130.98,134.70,122.98,110.63,15.00,134.70,103.86,94.19,88.76,46.61,100.46,124.82,93.12,78.61,100.14,99.03,67.68,107.62,95.58,58.50,74.59,119.88,58.42
25/08/2023,105.24,96.42,95.71,,95.90,96.76,103.00,124.22,135.12,139.42,129.03,116.67,110.61,101.95,100.00,95.72,93.58,99.72,117.87,135.42,156.78,150.00,135.90,126.15,107.02,93.58,156.78,98.32,114.78,123.93,97.81,127.45,129.77,115.34,116.40,98.84,106.55,110.87,114.29,131.95,107.31,101.72,135.21,103.09
24/08/2023,133.82,124.95,118.05,,108.03,96.20,95.00,110.10,139.40,136.93,131.97,100.20,103.54,100.08,101.85,111.60,116.27,123.78,158.07,211.78,265.06,249.58,187.86,159.46,130.19,95.00,265.06,121.21,110.18,118.16,107.45,189.67,181.77,138.07,138.43,112.68,115.69,112.81,137.72,129.60,101.42,127.43,200.66,105.59
23/08/2023,123.89,112.67,109.90,,106.34,107.50,114.24,140.10,162.00,157.41,136.50,117.50,105.60,94.53,87.81,87.37,94.43,116.00,144.20,225.50,276.12,291.93,240.79,172.82,138.67,87.37,291.93,113.20,130.96,129.25,91.04,190.46,211.05,144.33,136.91,112.42,122.08,110.14,151.74,149.00,101.36,110.50,224.31,97.87
22/08/2023,113.69,104.56,102.65,,102.26,99.90,108.06,126.78,150.00,136.84,115.91,102.40,99.67,83.71,81.88,81.39,90.70,98.00,107.55,139.00,192.83,206.48,166.30,145.80,127.60,81.39,206.48,105.79,121.19,113.71,84.42,134.35,161.55,120.17,110.82,105.19,113.49,99.06,129.51,132.38,91.92,94.41,163.00,89.96
21/08/2023,111.95,101.67,98.71,,95.12,97.71,106.47,138.84,160.93,137.27,115.07,104.02,88.52,75.40,64.90,77.72,87.30,96.17,118.68,142.77,186.73,203.45,166.35,136.01,115.00,64.90,203.45,101.86,125.99,111.22,76.33,136.09,155.20,117.78,107.88,101.94,113.93,93.78,127.68,138.03,83.21,94.97,158.39,82.98
20/08/2023,113.99,110.59,105.17,,105.02,103.01,104.61,104.96,99.69,98.99,86.62,73.28,44.00,9.13,13.25,13.84,33.81,78.98,95.10,112.00,128.80,140.00,139.54,126.71,111.95,9.13,140.00,108.69,103.07,75.72,17.51,103.72,129.55,89.71,65.65,107.07,105.88,46.62,113.77,97.57,34.92,55.43,126.50,31.22
19/08/2023,98.85,99.57,90.21,,93.64,95.90,95.90,99.90,88.20,83.02,79.37,69.40,41.83,25.45,14.86,12.59,25.01,55.84,77.60,98.96,99.90,129.40,132.54,123.71,112.54,12.59,132.54,95.57,94.98,68.41,19.48,83.08,124.55,81.01,56.99,95.68,95.27,43.94,105.03,87.62,37.89,42.76,116.18,31.52
18/08/2023,104.76,97.30,100.06,,97.18,97.54,100.05,116.44,130.91,120.08,106.84,95.85,89.05,86.28,82.85,84.16,88.37,95.24,108.12,124.46,136.97,145.13,122.99,103.71,97.08,82.85,145.13,99.83,111.24,102.96,85.42,116.20,117.23,105.48,101.52,99.48,105.53,94.19,109.43,118.57,88.51,93.97,121.72,87.76
17/08/2023,104.88,98.38,97.95,,94.95,92.16,99.85,119.27,124.01,124.76,108.39,100.00,95.19,91.62,89.98,89.98,88.95,91.52,105.00,117.13,141.00,139.22,128.78,116.63,106.75,88.95,141.00,99.04,108.82,107.09,90.13,113.66,122.85,106.93,103.63,98.03,103.93,98.61,110.24,119.11,94.20,93.86,124.92,92.62
16/08/2023,106.79,97.45,92.60,,90.52,90.17,96.54,116.41,139.90,127.04,109.51,99.26,94.03,86.70,84.51,79.98,80.00,88.40,106.72,128.43,153.47,151.39,136.10,119.90,99.99,79.98,153.47,96.84,110.76,107.46,82.80,119.26,126.85,107.33,103.17,95.68,103.80,95.13,111.48,123.22,91.13,88.78,131.55,87.41
15/08/2023,99.60,92.65,92.16,,89.96,87.67,92.00,106.76,131.16,117.69,93.38,79.48,70.89,59.08,25.43,23.54,45.85,70.26,91.83,102.18,124.49,142.00,133.04,125.35,107.89,23.54,142.00,93.59,104.40,90.36,38.48,97.19,127.07,91.85,75.34,92.34,99.00,64.42,108.35,112.25,58.72,57.87,122.49,50.71
14/08/2023,98.01,89.63,84.32,,85.84,89.80,105.30,119.97,124.66,112.96,99.33,82.13,75.66,67.66,63.57,67.02,74.10,81.48,97.27,103.40,131.51,137.00,128.78,110.99,101.06,63.57,137.00,89.45,109.93,92.52,68.09,103.42,119.46,97.14,88.01,92.15,99.69,80.30,106.28,114.23,72.26,79.97,118.79,71.69
13/08/2023,90.10,84.67,78.80,,69.66,69.00,72.02,77.73,76.64,69.93,47.89,27.42,13.70,0.01,-3.79,1.44,6.76,17.45,72.26,97.16,100.00,110.90,120.00,120.05,114.00,-3.79,120.05,80.81,73.85,39.74,1.11,71.72,116.24,63.91,37.52,77.38,77.33,20.42,90.30,68.05,9.34,24.48,110.35,7.59
12/08/2023,103.54,98.20,97.70,,95.73,93.91,98.06,95.11,99.31,101.78,88.50,77.61,64.76,50.00,23.72,6.00,6.92,20.40,65.12,89.43,106.47,111.16,112.28,108.05,101.66,6.00,112.28,98.79,96.60,83.16,21.66,70.36,108.29,79.81,58.39,97.86,97.70,52.41,101.23,96.18,54.02,24.61,104.84,38.17
11/08/2023,111.30,106.27,102.86,,98.35,87.59,93.00,116.38,120.30,114.97,99.71,85.00,74.30,30.10,16.63,24.90,58.01,84.58,97.98,108.30,130.00,138.87,132.59,118.00,104.06,16.63,138.87,104.70,104.32,93.50,32.41,105.22,123.38,93.92,77.04,99.90,104.51,62.95,110.80,112.84,51.51,66.37,121.97,48.16
10/08/2023,96.27,91.99,89.15,,79.98,84.85,86.10,99.90,103.32,104.20,96.00,70.20,43.91,18.25,18.01,16.77,30.69,66.15,87.70,97.08,103.46,164.91,142.02,115.49,101.11,16.77,164.91,89.35,93.54,78.58,20.93,88.60,130.88,83.65,62.70,88.06,91.45,49.75,104.59,100.86,37.59,50.33,120.68,32.97
09/08/2023,85.70,79.00,74.50,,70.10,74.12,83.95,98.16,105.70,106.44,99.59,71.47,2.86,0.94,-0.60,3.25,0.10,4.90,64.90,94.30,114.40,134.58,131.35,122.47,100.96,-0.60,134.58,77.33,90.48,70.09,0.92,69.63,122.34,71.80,46.88,77.90,83.90,35.51,96.72,102.47,18.67,18.29,116.34,13.00
08/08/2023,92.70,88.00,85.00,,80.00,75.77,68.84,98.87,80.50,4.90,-2.70,-10.03,-40.08,-51.58,-73.22,-79.22,-48.92,-10.71,-0.82,40.00,88.71,95.34,105.09,105.99,99.90,-79.22,105.99,86.43,81.00,-11.98,-63.24,29.30,101.58,37.18,-15.31,81.72,83.71,-37.61,89.67,45.39,-43.73,-34.92,89.17,-50.51
07/08/2023,54.51,47.95,50.00,,7.48,30.03,0.03,72.22,84.10,64.05,25.28,0.01,-4.75,-15.63,-27.06,-41.85,-20.02,-10.02,-0.04,11.00,74.90,112.00,118.00,114.00,84.90,-41.85,118.00,39.99,46.60,21.15,-26.14,18.96,107.23,34.63,4.66,31.67,43.29,-2.50,64.60,61.41,-11.86,-17.98,85.80,-18.22
06/08/2023,88.04,88.09,79.07,,79.08,75.06,84.00,75.46,66.50,63.40,57.22,50.03,43.85,0.00,0.04,-4.75,-4.75,0.00,35.17,62.03,72.61,76.85,77.35,71.86,72.60,-4.75,88.09,83.57,75.26,53.63,-2.37,42.45,74.67,54.53,31.24,82.22,79.41,25.63,77.83,65.65,23.48,6.42,72.22,14.07
