occup,T_amb,T_tank,T_space,Ir_gain,Cond_losses,Vent_losses,heat_hp,heat_rate_sp,Tret_sp,heat_rate_wat,Tret_wat,water_forheat,COP_water,COP_space,hp_oper,space_ON,water_ON,P_con,time
1.0,23.014285714285712,0.0,22.234688714623267,0.5931420937172126,-0.07059640630443298,-0.05461363630707263,-2.821257142857143,-2.102905006528425,9.155514504652436,0.0,0.0,0.0,0.0,1.91371566596504,0.2857142857142857,0.7142857142857143,0.0,0.4292754244134534,2023-01-23T19:48:00.0
1.0,22.999999999999996,0.0,22.227615590097855,0.772215482353228,-0.06994327023868885,-0.05410836787457248,-2.821257142857143,-1.924990022390654,9.155514504652436,0.0,0.0,0.0,0.0,1.91371566596504,0.2857142857142857,0.7142857142857143,0.0,0.4292754244134534,2023-01-23T19:49:00.0
1.0,22.999999999999996,0.0,22.221140882920754,0.9077358916095507,-0.0705295873471117,-0.054561944919017745,-2.821257142857143,-1.7884297189814633,9.155514504652436,0.0,0.0,0.0,0.0,1.91371566596504,0.2857142857142857,0.7142857142857143,0.0,0.4292754244134534,2023-01-23T19:50:00.0
1.0,22.999999999999996,0.0,22.215125496553778,0.8913580713774932,-0.0710743106595727,-0.05498334485184776,-2.821257142857143,-1.8038414159682294,9.155514504652436,0.0,0.0,0.0,0.0,1.91371566596504,0.2857142857142857,0.7142857142857143,0.0,0.4292754244134534,2023-01-23T19:51:00.0
1.0,22.985714285714284,0.0,22.209058272918078,1.211634516671847,-0.07033008523876055,-0.05440760936345135,-2.821257142857143,-1.484884931583084,9.155514504652436,0.0,0.0,0.0,0.0,1.91371566596504,0.2857142857142857,0.7142857142857143,0.0,0.4292754244134534,2023-01-23T19:52:00.0
1.0,22.971428571428568,0.0,22.204063859953923,1.201674768374448,-0.06948871144758687,-0.053756719542922694,-2.823314285714286,-1.4983940863493277,9.154898741105638,0.0,0.0,0.0,0.0,1.911756717771253,0.2857142857142857,0.7142857142857143,0.0,0.43020008643330143,2023-01-23T19:53:00.0
1.0,22.957142857142856,0.0,22.199024008924994,1.0991054621487288,-0.06865145230036848,-0.053109012825901254,-2.8253714285714286,-1.6045055012964302,9.15428297755884,0.0,0.0,0.0,0.0,1.9093257646528679,0.2857142857142857,0.7142857142857143,0.0,0.4308852783504502,2023-01-23T19:54:00.0
1.0,22.957142857142856,0.0,22.193627251973474,0.9275110490787417,-0.06914015562611373,-0.0534870754935562,-2.8253714285714286,-1.7752331483730175,9.15428297755884,0.0,0.0,0.0,0.0,1.9093257646528679,0.2857142857142857,0.7142857142857143,0.0,0.4308852783504502,2023-01-23T19:55:00.0
1.0,22.942857142857143,0.0,22.187656252293937,0.7494671473233544,-0.06838721664495138,-0.052904599163227255,-2.8253714285714286,-1.9546124654398958,9.15428297755884,0.0,0.0,0.0,0.0,1.9093257646528679,0.2857142857142857,0.7142857142857143,0.0,0.4308852783504502,2023-01-23T19:56:00.0
1.0,22.928571428571427,0.0,22.181081909979827,0.7950518770468238,-0.06768891335606288,-0.052364389202865645,-2.8253714285714286,-1.9102662489656765,9.15428297755884,0.0,0.0,0.0,0.0,1.9093257646528679,0.2857142857142857,0.7142857142857143,0.0,0.4308852783504502,2023-01-23T19:57:00.0
1.0,22.91428571428571,0.0,22.174656726239387,0.9185092020452076,-0.06697710301253511,-0.051813730135980576,-2.8253714285714286,-1.7880713933777055,9.15428297755884,0.0,0.0,0.0,0.0,1.9093257646528679,0.2857142857142857,0.7142857142857143,0.0,0.4308852783504502,2023-01-23T19:58:00.0
1.0,22.91428571428571,0.0,22.16864254510119,0.5595273516969653,-0.06752171718550469,-0.052235045638103696,-2.8253714285714286,-2.146087314050855,9.15428297755884,0.0,0.0,0.0,0.0,1.9093257646528679,0.2857142857142857,0.7142857142857143,0.0,0.4308852783504502,2023-01-23T19:59:00.0
1.0,22.91428571428571,0.0,22.161424176811817,0.07132084545837057,-0.06817537652594888,-0.05274071887781214,-2.8253714285714286,-2.6331344877092975,9.15428297755884,0.0,0.0,0.0,0.0,1.9093257646528679,0.2857142857142857,0.7142857142857143,0.0,0.4308852783504502,2023-01-23T20:00:00.0
1.0,22.885714285714283,0.0,22.152567624534893,0.06877367240628592,-0.06639009590309998,-0.05135961930424633,-2.8294857142857146,-2.6429623266720825,9.153051450465243,0.0,0.0,0.0,0.0,1.9049459334017154,0.2857142857142857,0.7142857142857143,0.0,0.43250026573888867,2023-01-23T20:01:00.0
1.0,22.885714285714283,0.0,22.143678016305095,0.06877367240628592,-0.06719509437634948,-0.05198236904672206,-2.8294857142857146,-2.6415345784563575,9.153051450465243,0.0,0.0,0.0,0.0,1.9049459334017154,0.2857142857142857,0.7142857142857143,0.0,0.43250026573888867,2023-01-23T20:02:00.0
1.0,22.87142857142857,0.0,22.134793210308818,0.06537744167017302,-0.06670601512619938,-0.05160401556258223,-2.8294857142857146,-2.64579824192676,9.153051450465243,0.0,0.0,0.0,0.0,1.9049459334017154,0.2857142857142857,0.7142857142857143,0.0,0.43250026573888867,2023-01-23T20:03:00.0
1.0,22.87142857142857,0.0,22.12589406347329,0.06283026861808837,-0.06751187736789059,-0.05222743351946148,-2.8294857142857146,-2.646916134780274,9.153051450465243,0.0,0.0,0.0,0.0,1.9049459334017154,0.2857142857142857,0.7142857142857143,0.0,0.43250026573888867,2023-01-23T20:04:00.0
1.0,22.857142857142858,0.0,22.116991156603266,0.06113215325003191,-0.06702443724236241,-0.051850348068082065,-2.8294857142857146,-2.6494787757252385,9.153051450465243,0.0,0.0,0.0,0.0,1.9049459334017154,0.2857142857142857,0.7142857142857143,0.0,0.43250026573888867,2023-01-23T20:05:00.0
1.0,22.842857142857145,0.0,22.10807963028612,0.05943403788197548,-0.06653777765086896,-0.051473866440666635,-2.8294857142857146,-2.652040032312204,9.153051450465243,0.0,0.0,0.0,0.0,1.9049459334017154,0.2857142857142857,0.7142857142857143,0.0,0.43250026573888867,2023-01-23T20:06:00.0
1.0,22.842857142857145,0.0,22.099159489178135,0.058584980197947265,-0.06734554102890243,-0.052098755123524784,-2.8294857142857146,-2.6514564379353405,9.153051450465243,0.0,0.0,0.0,0.0,1.9049459334017154,0.2857142857142857,0.7142857142857143,0.0,0.43250026573888867,2023-01-23T20:07:00.0
1.0,22.814285714285713,0.0,22.09024131099082,0.05688686482989081,-0.06556584094036917,-0.0507219726715727,-2.8336,-2.6604253215581672,9.151819923371647,0.0,0.0,0.0,0.0,1.9005761491117172,0.2857142857142857,0.7142857142857143,0.0,0.43412040167419697,2023-01-23T20:08:00.0
1.0,22.814285714285713,0.0,22.08129296594836,0.056037807145862595,-0.06637615832568933,-0.051348837143743345,-2.8336,-2.6598371973847046,9.151819923371647,0.0,0.0,0.0,0.0,1.9005761491117172,0.2857142857142857,0.7142857142857143,0.0,0.43412040167419697,2023-01-23T20:09:00.0
1.0,22.814285714285713,0.0,22.07234659906254,0.05518874946183438,-0.06718629657903441,-0.051975563038767526,-2.8336,-2.659249390920364,9.151819923371647,0.0,0.0,0.0,0.0,1.9005761491117172,0.2857142857142857,0.7142857142857143,0.0,0.43412040167419697,2023-01-23T20:10:00.0
